1.3453,0,2
3.8733,1,3
1.2999,1,3
0.55043,0,2
2.8276,0,1
0.84023,1,1
0.59455,0,3
0.43434,0,3
13.35,0,3
14.52,1,2
0.92981,1,2
0.82414,0,2
0.99933,1,2
9.2309,1,1
14.154,1,3
0.95558,0,1
3.0832,1,1
0.50465,1,1
6.8283,0,1
1.4151,0,2
5.072,0,1
0.68025,0,1
0.47462,0,1
2.5849,0,2
5.3571,0,3
3.7027,1,3
2.9418,1,2
0.26252,1,1
0.77946,1,1
7.8525,0,1
2.9406,1,3
1.2726,1,3
0.64516,1,3
6.6445,0,3
1.0925,1,1
3.6125,1,2
2.8126,1,2
0.47845,0,3
0.42261,0,3
0.34667,0,2
2.5358,0,1
2.6441,1,1
2.0048,1,2
5.4966,1,3
3.8552,0,3
2.5543,1,2
3.9202,0,1
15.766,0,3
27.721,0,2
1.4627,0,2
0.42914,1,3
1.1633,0,2
7.2204,0,2
1.4998,0,1
16.851,1,3
0.15399,1,3
3.5872,1,3
1.0157,0,1
1.0423,0,2
1.7372,0,2
1.1665,0,1
12.85,0,1
2.432,0,2
0.76365,0,2
0.41199,0,3
0.37751,1,1
0.39246,0,2
0.67113,1,2
0.59065,1,3
0.37849,0,3
0.49104,1,2
2.8703,0,2
2.2792,0,2
0.38698,0,3
1.9404,1,3
2.2936,0,3
18.381,0,2
0.9352,1,3
8.7545,1,2
1.6332,0,2
8.7136,1,3
5.2964,0,3
9.3482,0,2
1.5038,1,3
4.8798,0,2
1.3554,0,2
7.8042,1,1
1.7423,1,1
5.674,1,3
0.11264,1,1
6.8415,0,3
1.0264,0,3
3.3529,1,2
0.30345,0,2
0.37215,0,3
5.5136,0,2
2.0974,1,2
7.5911,1,2
0.24802,1,3
0.83056,1,3
5.7002,0,2
9.2593,0,1
2.4909,1,1
8.2507,1,3
2.7613,1,2
1.0139,0,3
0.34098,0,2
0.048477,0,3
5.5236,0,2
9.7908,1,3
0.020674,1,2
0.068775,1,3
7.4477,1,2
7.1805,0,3
1.1454,1,1
2.3373,0,1
0.86281,0,1
2.7395,0,2
0.12213,1,3
8.4637,0,3
1.0158,0,2
0.93115,1,2
5.2965,1,2
3.8418,0,2
2.0431,0,2
0.35668,0,3
7.2816,1,2
3.0212,0,1
2.0812,0,3
0.20522,1,2
0.99664,0,1
0.05541,1,1
4.2361,0,2
4.2958,0,2
1.5875,0,3
0.25597,1,1
2.6799,1,3
0.4371,1,1
9.3909,1,1
0.13,0,1
0.47952,1,2
2.9081,1,2
2.2906,0,1
0.30495,0,3
0.58068,1,2
0.55118,0,3
28.498,0,1
5.4191,1,2
2.4991,0,3
6.5053,0,2
2.6236,1,3
2.8882,0,1
10.086,1,3
2.2122,1,2
2.7269,0,3
1.0451,1,2
1.6882,0,2
1.1271,0,2
1.8213,0,1
0.13789,1,3
0.23099,1,3
0.027485,0,2
0.77655,0,2
3.8225,1,3
5.9633,0,2
1.2719,0,2
10.248,1,2
5.1664,0,2
0.84406,0,1
4.4573,0,2
11.665,0,2
0.61259,1,3
3.728,0,3
1.2001,0,3
5.9443,0,3
0.53353,1,3
7.2735,1,3
0.25251,1,1
8.5884,1,1
3.5978,1,2
9.229,0,2
2.5446,1,1
2.509,1,1
0.11081,0,3
0.10033,1,3
5.9528,0,1
6.101,1,1
2.2607,0,3
1.6195,0,2
1.1365,0,2
3.4738,1,3
0.4357,0,3
13.224,1,3
10.398,0,1
14.279,1,3
2.1203,0,3
10.076,1,1
1.4425,0,2
1.4061,1,1
0.22716,1,3
2.2691,0,3
3.4447,1,2
6.7898,0,3
5.7192,0,2
5.4371,0,2
0.77798,0,3
0.86103,1,1
1.701,0,1
3.548,0,2
0.8238,1,2
0.028966,0,1
2.6789,0,2
2.7546,1,1
4.3999,0,3
1.4997,1,1
2.6011,0,3
6.1437,1,1
0.86857,1,1
2.7198,0,2
0.49085,1,3
2.7853,1,1
4.4037,0,3
0.4379,1,3
0.93015,0,3
0.80137,0,2
0.62524,1,1
3.6656,1,3
10.943,0,1
1.63,1,1
2.6182,1,2
1.1087,1,1
2.6634,1,3
9.5292,1,1
4.6644,0,2
1.4312,0,1
11.033,1,3
5.3603,1,3
0.68678,0,3
0.1443,0,1
0.4155,0,1
4.911,1,1
3.2273,0,1
1.6666,0,1
0.16405,1,2
2.0659,1,2
1.5408,1,1
0.52731,0,2
0.90252,1,1
0.54834,0,2
8.1629,0,2
0.67813,1,1
5.1766,1,1
1.9864,0,2
14.636,1,2
2.8442,1,3
0.17882,0,3
0.28584,0,3
0.99325,0,1
10.727,1,3
0.62406,1,1
0.50131,0,1
5.3615,1,1
8.1242,0,3
1.7966,1,1
0.48481,1,2
1.4461,1,2
3.0863,1,3
1.2794,1,2
1.601,1,1
2.6389,0,2
0.20716,1,2
2.8959,1,1
3.7173,1,1
8.2404,1,3
0.18804,0,2
5.6734,1,1
3.5054,0,2
4.0898,1,2
10.473,0,1
3.1194,1,1
8.9695,0,1
0.11354,1,3
0.14845,1,2
0.31699,0,1
0.38832,1,2
0.43568,0,1
2.6563,0,2
4.6254,0,3
3.9326,0,2
0.57858,0,1
11.29,1,2
6.2886,0,1
1.2819,1,2
14.028,0,3
6.0973,1,3
0.60281,0,1
2.3831,0,2
0.22837,0,1
0.75271,1,2
0.38414,0,2
0.04895,1,2
3.3853,0,1
2.3586,1,3
0.32352,1,2
0.61187,1,1
9.3796,0,2
1.0882,1,3
0.4446,0,2
5.2473,0,2
0.79709,1,1
0.4605,0,2
3.3352,0,3
3.7297,1,1
0.58249,1,3
3.2412,1,3
26.805,0,2
1.7224,0,1
1.278,0,2
1.1664,0,2
1.6691,0,2
4.7887,1,3
3.6379,0,1
3.7327,0,3
0.68701,1,3
5.1795,1,3
6.6987,1,3
1.6853,1,2
9.5828,0,2
1.7598,1,3
0.75503,0,1
24.228,0,1
1.1546,0,3
1.7361,0,2
5.2253,0,2
1.9808,1,1
3.9709,1,1
14.775,1,3
10.554,0,1
10.398,1,1
0.10125,1,1
0.51002,0,1
5.908,0,2
1.558,1,3
0.13748,0,2
5.1033,1,3
1.0072,1,2
0.028958,1,3
0.38004,1,1
1.0671,0,3
0.50793,0,1
3.6543,0,1
0.59912,0,2
8.991,1,1
5.4992,1,3
0.062147,1,3
1.3644,1,1
2.6286,1,2
1.6535,1,3
3.4097,0,1
7.8147,1,3
0.63197,0,1
2.8511,1,1
2.5208,0,1
0.88626,1,1
3.3699,1,1
20.621,0,1
8.2455,0,3
15.034,1,3
0.78528,0,1
0.26608,0,1
7.9982,0,2
2.4251,0,2
0.75841,1,2
7.7817,0,1
